date,По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду,temperature_mean,pressure_mean,humidity_mean,wind_speed_avg_mean,wind_speed_avg_max,solar_rad_sum,uv_max,pcp_sum,dow,dow_sin,dow_cos,month,month_sin,month_cos,is_weekend,is_friday,is_monday,is_peak_month,lag_1,lag_1_orders,lag_7,lag_7_orders,lag_14,lag_14_orders,lag_28,lag_28_orders,ma7,std7,growth_wow_7,ma14,std14,growth_wow_14,ma28,std28,growth_wow_28,stl_trend,stl_seasonal,stl_resid,is_anomaly,dow_x_month,is_friday_dec,is_friday_mar,avg_check,work_share
2020-01-05,2020-01-05,2.0,2650.0,0.0,2650.0,-1.9466666666666663,742.0,93.21666666666668,1.7866666666666666,5.0,57.0,2.0,3.9,6,-0.7818314824680299,0.6234898018587334,1,0.49999999999999994,0.8660254037844387,1,0,0,0,,,,,,,,,2650.0,0.0,,2650.0,0.0,,2650.0,0.0,,2854.3552993731428,-85.74085819404385,-118.61444117909878,0,6,0,0,1324.9993375003312,0.9999999996226415
2020-01-06,2020-01-06,3.0,4550.0,0.0,4550.0,-1.88,750.7333333333333,90.48333333333332,1.0066666666666666,2.4,404.0,3.0,1.0,0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,0,1,0,2650.0,2.0,,,,,,,3600.0,1343.5028842544402,,3600.0,1343.5028842544402,,3600.0,1343.5028842544402,,2636.115528944812,1317.409897761604,596.474573293584,0,0,0,0,1516.6661611112795,0.9999999997802197
2020-01-07,2020-01-07,2.5,3115.0,0.0,3115.0,-3.943333333333334,754.95,92.1,0.93,1.1,79.0,3.0,18.1,1,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,0,0,4550.0,3.0,,,,,,,3438.3333333333335,990.4081650175009,,3438.3333333333335,990.4081650175009,,3438.3333333333335,990.4081650175009,,2425.311680575195,571.584517608796,118.10380181600885,0,1,0,0,1245.9995016001992,0.9999999996789728
2020-01-08,2020-01-08,2.0,1680.0,0.0,1680.0,-6.72,755.6833333333333,93.03333333333332,0.98,2.5,675.0,3.0,4.6,2,0.9749279121818236,-0.22252093395631434,1,0.49999999999999994,0.8660254037844387,0,0,0,0,3115.0,2.5,,,,,,,2998.75,1194.517859500923,,2998.75,1194.517859500923,,2998.75,1194.517859500923,,2222.3329879937614,-245.66095237594445,-296.6720356178171,0,2,0,0,839.9995800002099,0.9999999994047618
2020-01-09,2020-01-09,3.0,2160.0,0.0,2160.0,-5.803125,749.28125,90.5,1.603125,3.1,82.0,3.0,9.1,3,0.43388373911755823,-0.900968867902419,1,0.49999999999999994,0.8660254037844387,0,0,0,0,1680.0,2.0,,,,,,,2831.0,1100.3885677341436,,2831.0,1100.3885677341436,,2831.0,1100.3885677341436,,2026.429996972064,-101.26125446851819,234.8312574964541,0,3,0,0,719.99976000008,0.9999999995370371
2020-01-10,2020-01-10,2.0,1230.0,0.0,1230.0,-3.953125,744.3125,91.5,1.28125,2.7,115.0,3.0,23.9,4,-0.433883739117558,-0.9009688679024191,1,0.49999999999999994,0.8660254037844387,0,1,0,0,2160.0,3.0,,,,,,,2564.1666666666665,1181.4754194085742,,2564.1666666666665,1181.4754194085742,,2564.1666666666665,1181.4754194085742,,1836.0199301400287,304.75754106670075,-910.7774712067294,0,4,0,0,614.9996925001537,0.9999999991869918
2020-01-11,2020-01-11,1.0,300.0,0.0,300.0,-2.909375,743.875,90.71875,0.821875,2.2,116.0,3.0,13.8,5,-0.9749279121818236,-0.2225209339563146,1,0.49999999999999994,0.8660254037844387,1,0,0,0,1230.0,2.0,,,,,,,2240.714285714286,1376.8031466995942,,2240.714285714286,1376.8031466995942,,2240.714285714286,1376.8031466995942,,1646.2603876539988,-1401.0746800520558,54.81429239805698,0,5,0,0,299.99970000030004,0.9999999966666667
2020-01-12,2020-01-12,2.0,1400.0,0.0,1400.0,-4.7875,743.8125,88.90625,1.13125,3.6,533.0,3.0,6.2,6,-0.7818314824680299,0.6234898018587334,1,0.49999999999999994,0.8660254037844387,1,0,0,0,300.0,1.0,2650.0,2.0,,,,,2062.1428571428573,1395.802807057815,-1250.0,2135.625,1308.8692980147841,-1250.0,2135.625,1308.8692980147841,-1250.0,1460.403564309665,-89.36288481792752,28.959320508262635,0,6,0,0,699.9996500001749,0.9999999992857143
2020-01-13,2020-01-13,1.0,1300.0,0.0,1300.0,-3.3400000000000003,734.5666666666667,91.73333333333332,1.7066666666666668,6.3,119.0,3.0,15.6,0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,0,1,0,1400.0,2.0,4550.0,3.0,,,,,1597.857142857143,872.9349782145725,-3250.0,2042.7777777777778,1255.6201433731637,-3250.0,2042.7777777777778,1255.6201433731637,-3250.0,1386.8892841201794,1059.671508132336,-1146.5607922525153,0,0,0,0,1299.9987000013,0.9999999992307691
2020-01-14,2020-01-14,2.0,1600.0,0.0,1600.0,-2.44375,741.09375,84.625,1.33125,3.6,201.0,3.0,10.3,1,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,0,0,1300.0,1.0,3115.0,2.5,,,,,1381.4285714285713,568.9882415723714,-1515.0,1998.5,1192.0618225951575,-1515.0,1998.5,1192.0618225951575,-1515.0,1356.843417231425,118.36434703374664,124.79223573482841,0,1,0,0,799.9996000002,0.999999999375
2020-01-15,2020-01-15,1.0,1550.0,0.0,1550.0,-1.4875,748.65625,86.875,1.225,3.1,158.0,3.0,8.8,2,0.9749279121818236,-0.22252093395631434,1,0.49999999999999994,0.8660254037844387,0,0,0,0,1600.0,2.0,1680.0,2.0,,,,,1362.857142857143,559.6640148551716,-130.0,1957.7272727272727,1138.9454851667915,-130.0,1957.7272727272727,1138.9454851667915,-130.0,1361.768156793784,-244.2865049006324,432.5183481068482,0,2,0,0,1549.99845000155,0.9999999993548386
2020-01-16,2020-01-16,2.0,525.0,0.0,525.0,-0.5343749999999999,741.78125,94.8125,1.309375,2.2,99.0,3.0,13.7,3,0.43388373911755823,-0.900968867902419,1,0.49999999999999994,0.8660254037844387,0,0,0,0,1550.0,1.0,2160.0,3.0,,,,,1129.2857142857142,510.5587508751939,-1635.0,1838.3333333333333,1162.0364830240003,-1635.0,1838.3333333333333,1162.0364830240003,-1635.0,1388.1264499606398,-69.80504026880537,-793.3214096918344,0,3,0,0,262.4998687500656,0.9999999980952381
2020-01-17,2020-01-17,3.0,2800.0,0.0,2800.0,0.7312500000000001,745.03125,93.0625,1.25625,2.2,373.0,3.0,1.1,4,-0.433883739117558,-0.9009688679024191,1,0.49999999999999994,0.8660254037844387,0,1,0,0,525.0,2.0,1230.0,2.0,,,,,1353.5714285714287,815.7854818400193,1570.0,1912.3076923076924,1144.0891853796031,1570.0,1912.3076923076924,1144.0891853796031,1570.0,1427.5851807283268,857.5448077819368,514.8700114897363,0,4,0,0,933.3330222223259,0.9999999996428571
2020-01-18,2020-01-18,1.0,200.0,0.0,200.0,0.3387096774193548,749.4193548387096,94.08064516129032,0.8870967741935484,2.3,115.0,3.0,3.2,5,-0.9749279121818236,-0.2225209339563146,1,0.49999999999999994,0.8660254037844387,1,0,0,0,2800.0,3.0,300.0,1.0,,,,,1339.2857142857142,837.8863714302624,-100.0,1790.0,1190.6640035000507,-100.0,1790.0,1190.6640035000507,-100.0,1504.8737781902264,-1296.2734350065032,-8.600343183723226,0,5,0,0,199.99980000020003,0.999999995
2020-01-19,2020-01-19,3.0,1407.5,0.0,1407.5,-0.15,749.21875,93.71875,0.934375,1.8,151.0,3.0,9.6,6,-0.7818314824680299,0.6234898018587334,1,0.49999999999999994,0.8660254037844387,1,0,0,0,200.0,1.0,1400.0,2.0,2650.0,2.0,,,1340.357142857143,837.9817377825981,7.5,1701.25,1167.7158629300457,7.5,1764.5,1151.5952444947213,7.5,1600.8397850712802,-107.16320164242094,-86.1765834288592,0,6,0,0,469.1665102778299,0.9999999992895203
2020-01-20,2020-01-20,5.0,2615.0,0.0,2615.0,-0.4312499999999999,745.25,95.34375,0.73125,1.3,110.0,3.0,19.7,0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,0,1,0,1407.5,3.0,1300.0,1.0,4550.0,3.0,,,1528.2142857142858,965.1713085053372,1315.0,1563.0357142857142,884.8468894996142,1315.0,1817.65625,1132.6824609270095,1315.0,1661.0119740281175,817.6822213802067,136.30580459167595,0,0,0,0,522.9998954000209,0.9999999996175909
2020-01-21,2020-01-21,3.0,825.0,0.0,825.0,-0.959375,738.1875,95.25,1.20625,2.7,236.0,3.0,18.5,1,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,0,0,2615.0,5.0,1600.0,2.0,3115.0,2.5,,,1417.5,999.4071159108952,-775.0,1399.4642857142858,781.5136807770915,-775.0,1759.264705882353,1122.829769455936,-775.0,1689.250824976922,-289.0767630405679,-575.1740619363541,0,1,0,0,274.99990833336386,0.9999999987878788
2020-01-22,2020-01-22,3.0,6800.0,0.0,6800.0,-1.0375,723.4375,95.71875,1.30625,7.3,117.0,3.0,27.5,2,0.9749279121818236,-0.22252093395631434,1,0.49999999999999994,0.8660254037844387,0,0,0,0,825.0,3.0,1550.0,1.0,1680.0,2.0,,,2167.5,2273.365255152223,5250.0,1765.1785714285713,1644.4441614949183,5250.0,2039.3055555555557,1611.8923400307085,5250.0,1695.5770142358722,-223.86936422182464,5328.292349985953,0,2,0,0,2266.6659111113627,0.9999999998529411
2020-01-23,2020-01-23,3.0,4075.0,0.0,4075.0,-4.348387096774193,726.4516129032259,92.6774193548387,0.9387096774193548,2.2,149.0,3.0,20.4,3,0.43388373911755823,-0.900968867902419,1,0.49999999999999994,0.8660254037844387,0,0,0,0,6800.0,3.0,525.0,2.0,2160.0,3.0,,,2674.6428571428573,2241.6337181150884,3550.0,1901.9642857142858,1755.6940821694523,3550.0,2146.4473684210525,1634.613298601511,3550.0,1658.5752657641328,-35.06657509625823,2451.491309332125,0,3,0,0,1358.3328805557064,0.9999999997546013
2020-01-24,2020-01-24,2.0,3275.0,0.0,3275.0,-7.965625,734.28125,89.875,1.128125,2.7,225.0,3.0,12.1,4,-0.433883739117558,-0.9009688679024191,1,0.49999999999999994,0.8660254037844387,0,1,0,0,4075.0,3.0,2800.0,3.0,1230.0,2.0,,,2742.5,2253.2203805516524,475.0,2048.035714285714,1780.3840819878178,475.0,2202.875,1610.9043053269963,475.0,1590.9775979441936,1301.7084485230332,382.3139535327732,0,4,0,0,1637.4991812504093,0.9999999996946565
2020-01-25,2020-01-25,1.0,100.0,0.0,100.0,-7.246875,728.65625,91.6875,1.125,1.8,163.0,3.0,24.8,5,-0.9749279121818236,-0.2225209339563146,1,0.49999999999999994,0.8660254037844387,1,0,0,0,3275.0,2.0,200.0,1.0,300.0,1.0,,,2728.214285714286,2272.2633330584517,-100.0,2033.75,1796.221126848936,-100.0,2102.7380952380954,1635.7987163695266,-100.0,1516.6430814477565,-1157.0897914414024,-259.553290006354,0,5,0,0,99.99990000010001,0.9999999900000002
2020-01-26,2020-01-26,1.0,1400.0,0.0,1400.0,-5.078125,729.59375,89.9375,1.159375,2.7,245.0,3.0,17.5,6,-0.7818314824680299,0.6234898018587334,1,0.49999999999999994,0.8660254037844387,1,0,0,0,100.0,1.0,1407.5,3.0,1400.0,2.0,,,2727.1428571428573,2272.991525763014,-7.5,2033.75,1796.221126848936,-7.5,2070.7954545454545,1603.391380934345,-7.5,1441.3052833163613,-156.45081526964466,115.14553195328335,0,6,0,0,1399.9986000014,0.9999999992857143
2020-01-27,2020-01-27,2.0,7550.0,0.0,7550.0,-10.81875,736.4375,86.09375,0.95625,2.2,244.0,3.0,15.4,0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0,0,1,0,1400.0,1.0,2615.0,5.0,1300.0,1.0,,,3432.1428571428573,2908.812554323581,4935.0,2480.1785714285716,2304.573726703745,4935.0,2309.021739130435,1938.8906650117137,4935.0,1346.6845487322228,670.6198209177305,5532.6956303500465,0,0,0,0,3774.9981125009435,0.9999999998675496
2020-01-28,2020-01-28,1.0,275.0,0.0,275.0,-17.453125,750.1875,85.59375,0.840625,1.8,1381.0,3.0,0.0,1,0.7818314824680298,0.6234898018587336,1,0.49999999999999994,0.8660254037844387,0,0,0,0,7550.0,2.0,825.0,3.0,1600.0,2.0,,,3353.5714285714284,2997.062053475195,-550.0,2385.535714285714,2369.785404632873,-550.0,2224.2708333333335,1941.1940911580948,-550.0,1297.6969368159334,-685.5269430762598,-337.1699937396736,0,1,0,0,274.999725000275,0.9999999963636363
2020-01-29,2020-01-29,1.0,287.5,0.0,287.5,-17.415625,753.96875,86.875,1.240625,2.7,256.0,3.0,16.8,2,0.9749279121818236,-0.22252093395631434,1,0.49999999999999994,0.8660254037844387,0,0,0,0,275.0,1.0,6800.0,3.0,1550.0,1.0,,,2423.214285714286,2749.4926480040954,-6512.5,2295.3571428571427,2427.348358795057,-6512.5,2146.8,1939.398870569607,-6512.5,1304.121365087804,-256.1913851763839,-760.4299799114201,0,2,0,0,287.4997125002875,0.9999999965217391
2020-01-30,2020-01-30,1.0,300.0,0.0,300.0,-8.903125,748.71875,90.625,1.15,2.2,253.0,3.0,25.4,3,0.43388373911755823,-0.900968867902419,1,0.49999999999999994,0.8660254037844387,0,0,0,0,287.5,1.0,4075.0,3.0,525.0,2.0,,,1883.9285714285713,2741.7177770601443,-3775.0,2279.285714285714,2440.6797659218264,-3775.0,2075.769230769231,1934.4241739120678,-3775.0,1339.2128577021758,88.78404988942467,-1127.9969075916006,0,3,0,0,299.99970000030004,0.9999999966666667
2020-01-31,2020-01-31,1.5,4550.0,0.0,4550.0,-2.378125,742.59375,94.6875,1.965625,3.1,151.0,3.0,29.5,4,-0.433883739117558,-0.9009688679024191,1,0.49999999999999994,0.8660254037844387,0,1,0,0,300.0,1.0,3275.0,2.0,2800.0,3.0,,,2066.0714285714284,2887.9843955685806,1275.0,2404.285714285714,2513.1374867827126,1275.0,2167.4074074074074,1955.7116157013472,1275.0,1422.8687572949082,1601.358584696303,1525.7726580087885,0,4,0,0,3033.3313111124594,0.9999999997802197
