По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду,year,month,day,date,temperature_mean,pressure_mean,humidity_mean,wind_speed_avg_mean,wind_speed_avg_max,solar_rad_sum,uv_max,pcp_sum
2020-08-28,,,,,2020,8,28,2020-08-28,19.965625,743.46875,68.90625,1.034375,2.7,2132.0,7.0,0.0
2020-08-29,,,,,2020,8,29,2020-08-29,19.453125,743.25,74.3125,0.99375,1.8,3202.0,7.0,0.2
2020-08-30,,,,,2020,8,30,2020-08-30,16.775,746.90625,85.15625,0.971875,1.8,6606.0,7.0,0.4
2020-08-31,,,,,2020,8,31,2020-08-31,18.890625,747.0625,78.46875,0.953125,2.2,1883.0,7.0,0.1
2020-09-01,,,,,2020,9,1,2020-09-01,23.103125,743.59375,64.78125,0.94375,1.8,6109.0,7.0,0.0
2020-09-02,,,,,2020,9,2,2020-09-02,13.946875,749.84375,74.90625,1.7593750000000001,3.6,4234.0,7.0,0.0
2020-09-03,,,,,2020,9,3,2020-09-03,10.803125,758.03125,74.96875,1.00625,1.8,6766.0,7.0,0.0
2020-09-04,,,,,2020,9,4,2020-09-04,9.734375,759.09375,76.71875,0.959375,1.3,5493.0,7.0,0.0
2020-09-05,,,,,2020,9,5,2020-09-05,11.2875,756.71875,74.3125,1.21875,2.8,6617.0,6.0,0.0
2020-09-06,,,,,2020,9,6,2020-09-06,12.975,754.40625,73.71875,0.9375,1.7,2532.0,7.0,0.0
2020-09-07,,,,,2020,9,7,2020-09-07,14.96875,753.5625,71.0,0.984375,2.2,6442.0,7.0,0.0
2020-09-08,,,,,2020,9,8,2020-09-08,16.59032258064516,751.6129032258065,68.87096774193549,1.0096774193548388,2.8,1946.0,7.0,0.0
2020-09-09,,,,,2020,9,9,2020-09-09,15.986666666666668,745.1666666666666,70.11666666666666,1.7266666666666668,3.8,1208.0,6.0,1.2000000000000002
2020-09-10,,,,,2020,9,10,2020-09-10,13.113333333333333,743.4833333333333,81.7,1.1700000000000002,3.1,5912.0,6.0,0.5
2020-09-11,,,,,2020,9,11,2020-09-11,12.041935483870969,740.8064516129032,85.74193548387096,1.703225806451613,3.6,1026.0,6.0,1.6
2020-09-12,,,,,2020,9,12,2020-09-12,10.996875,747.71875,83.78125,1.328125,3.1,1383.0,6.0,0.30000000000000004
2020-09-13,,,,,2020,9,13,2020-09-13,11.45625,751.34375,78.46875,0.953125,2.2,4585.0,6.0,0.0
2020-09-14,,,,,2020,9,14,2020-09-14,10.09375,740.5625,89.6875,0.875,1.8,644.0,6.0,1.6
2020-09-15,,,,,2020,9,15,2020-09-15,9.16875,738.21875,88.34375,1.584375,4.0,2239.0,6.0,1.5
2020-09-16,,,,,2020,9,16,2020-09-16,10.028125,738.875,82.5,2.30625,3.6,1179.0,6.0,0.2
2020-09-17,,,,,2020,9,17,2020-09-17,7.859375,745.5,81.21875,1.6187500000000001,3.1,4509.0,6.0,0.0
2020-09-18,,,,,2020,9,18,2020-09-18,11.3125,742.78125,71.8125,1.471875,4.8,1806.0,6.0,0.0
2020-09-19,,,,,2020,9,19,2020-09-19,9.309375,736.4375,82.71875,1.084375,2.7,944.0,6.0,1.5
2020-09-20,,,,,2020,9,20,2020-09-20,6.58125,733.4375,79.90625,1.5250000000000001,4.0,1246.0,6.0,0.1
2020-09-21,,,,,2020,9,21,2020-09-21,5.475,738.25,87.15625,1.09375,2.2,1698.0,6.0,2.2
2020-09-22,,,,,2020,9,22,2020-09-22,8.35,738.53125,90.375,1.25625,3.1,871.0,6.0,1.3
2020-09-23,,,,,2020,9,23,2020-09-23,10.221875,740.71875,75.9375,2.21875,5.4,1776.0,6.0,0.6000000000000001
2020-09-24,,,,,2020,9,24,2020-09-24,7.7625,753.34375,78.34375,0.9625,1.3,4893.0,6.0,0.0
2020-09-25,,,,,2020,9,25,2020-09-25,9.93448275862069,756.9655172413793,75.17241379310344,1.013793103448276,2.2,4130.0,6.0,0.0
2020-09-26,,,,,2020,9,26,2020-09-26,10.740625,759.09375,71.3125,0.946875,1.0,3747.0,6.0,0.0
2020-09-27,,,,,2020,9,27,2020-09-27,10.79375,760.9375,72.625,0.953125,1.3,1269.0,5.0,0.0
2020-09-28,,,,,2020,9,28,2020-09-28,10.46875,761.34375,74.875,0.953125,1.3,4515.0,5.0,0.0
2020-09-29,,,,,2020,9,29,2020-09-29,10.371875,762.0,74.21875,0.98125,1.0,4300.0,5.0,0.0
2020-09-30,,,,,2020,9,30,2020-09-30,10.45,761.09375,76.1875,1.0,1.0,1542.0,5.0,0.0
2020-10-01,,,,,2020,10,1,2020-10-01,10.815625,760.21875,78.0625,0.984375,1.0,1064.0,5.0,0.0
2020-10-02,,,,,2020,10,2,2020-10-02,10.53125,758.40625,77.8125,0.978125,1.3,3559.0,5.0,0.0
2020-10-03,,,,,2020,10,3,2020-10-03,9.634375,757.8125,75.34375,1.11875,4.0,3706.0,5.0,0.0
2020-10-04,,,,,2020,10,4,2020-10-04,4.013333333333334,762.1666666666666,72.66666666666667,1.3266666666666669,4.5,4011.0,5.0,0.0
2020-10-05,,,,,2020,10,5,2020-10-05,3.421875,762.6875,69.6875,0.95,1.8,3928.0,5.0,0.0
2020-10-06,,,,,2020,10,6,2020-10-06,6.696875,754.84375,80.59375,0.85625,1.3,743.0,5.0,1.6
2020-10-07,,,,,2020,10,7,2020-10-07,6.309375,758.6875,90.03125,0.85,1.8,3658.0,5.0,0.0
2020-10-08,,,,,2020,10,8,2020-10-08,6.165625,762.96875,82.3125,1.0875,3.4,712.0,5.0,0.0
2020-10-09,,,,,2020,10,9,2020-10-09,10.121875,759.875,69.875,0.9625,2.2,1047.0,5.0,0.0
2020-10-10,1.0,200.0,,200.0,2020,10,10,2020-10-10,10.646875,757.28125,65.75,1.153125,6.7,801.0,5.0,0.30000000000000004
